Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Telecoms-Data lines,ADHOC BUSINESS,VIRGIN MEDIA BUSINESS LTD,26577129,"276,603.16",591819014,932023075,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,26593510,420,,HT000040362,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,26593510,"88,000.72",,HT000040362,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,26593510,322.01,,HT000040362,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,26593510,"2,039.81",,HT000040362,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,26593510,"18,700.00",,HT000040362,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WALLACE HOUSE SURGERY,26593510,"9,621.18",,HT000040362,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,26593513,140,,HT000040364,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,26593513,"69,675.21",,HT000040364,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,26593513,"3,086.39",,HT000040364,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,26593513,"49,270.00",,HT000040364,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,26593513,"7,493.89",,HT000040364,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,WARDEN LODGE MEDICAL PRACTICE,26593513,257.23,,HT000040364,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,26593515,"35,262.75",,HT000040366,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,26593515,208.54,,HT000040366,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,26593515,"6,858.07",,HT000040366,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,26593515,"2,427.08",,HT000040366,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,26593515,"1,737.50",,HT000040366,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,26593515,59.52,,HT000040366,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,26593515,"2,926.53",,HT000040366,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,26616179,"-51,926.86",,HT000040649,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PrscChrgsCll&RmttdbyGPCntra,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,26616179,"-5,746.40",,HT000040649,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,26616180,"103,245.99",,HT000040650,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,WATTON PLACE CLINIC,26616180,"16,719.31",,HT000040650,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,26616180,"5,746.40",,HT000040650,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,26287557,"257,008.72",654974002,258451,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),26244609,"29,516.83",654948100,86004,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,26616176,"35,698.50",,HT000040646,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,WHITWELL SURGERY,26616176,"7,899.94",,HT000040646,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,26616176,"1,812.80",,HT000040646,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,26593517,"-1,057.65",,HT000040367,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,26593517,-120.19,,HT000040367,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,26593517,"-1,920.75",,HT000040367,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,26593517,"-12,263.77",,HT000040367,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,26593517,"-11,201.73",,HT000040367,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,26593518,"66,933.70",,HT000040368,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,26593518,"1,699.03",,HT000040368,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,26593518,"2,687.50",,HT000040368,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,26593518,404.9,,HT000040368,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WRAFTON HOUSE,26593518,"7,458.56",,HT000040368,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,26638679,872.86,,WM19003,,
Department of Health,NHS East & North Hertfordshire CCG,31/03/2019,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,26638679,"28,310.64",,WM19003,,
,,,,,,,,,,,
,,,,,,,"66,906,078.96",,,,
